Key,Value/Id,Value/ShardId,Value/ShardRate,Value/RareItemId,Value/RareItemQuantity,Value/RareItemRate,Value/CommonItemId,Value/CommonItemQuantity,Value/CommonRate,Value/RareIngredientId,Value/RareIngredientQuantity,Value/RareIngredientRate,Value/CommonIngredientId,Value/CommonIngredientQuantity,Value/CommonIngredientRate,Value/CoinType,Value/CoinOverride,Value/CoinRate,Value/AreaChangeTreasureFlag
N3101_Shard,690,Resistdark,14,DarkMatter,1,11,Diamond,1,14,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3059_Shard,691,WhipMastery,14,BeastKiller,1,14,Lamastutear,1,16,Lamastutail,1,20,None,0,0,EDropCoin::None,0,0,FALSE
N3113_Shard,692,Toxicstorm,15,Silverwolffur,1,14,CatEars,1,18,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3083_Shard,695,RedDowther,14,PoisonKukri,1,14,None,0,0,Dethtrapshell,1,15,Mimicshell,1,20,EDropCoin::None,0,0,FALSE
N3032_Shard,696,ResistFire,14,Bixbite,1,14,Ruby,1,22,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3119_Shard,697,FireThrower,14,ShiningBreast,1,14,Knightbone,1,20,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3123_Shard,698,HellHound,14,Apenail,1,15,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3086_Shard,699,RapidSpear,14,Aradovar,1,14,Platinum,1,20,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3071_Shard,700,LUKEnhance,14,CypressLumber,1,14,MahoganyLumber,1,18,Gold,1,15,None,0,0,EDropCoin::None,0,0,FALSE
N3035_Shard,703,LuckyDrop,14,Silverwolffur,1,16,RedBean,1,18,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3054_Shard,704,STREnhance,14,Gaaphorn,1,15,Gaapwing,1,20,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3074_Shard,705,PetraBless,15,Haagentifeather,1,16,Rennet,1,22,HaagentiFilet,1,11,None,0,0,EDropCoin::None,0,0,FALSE
N3020_Shard,706,HiddenDart,14,Hihiirokane,1,14,Ashinbacostume,1,16,Ninjacloth,1,20,None,0,0,EDropCoin::None,0,0,FALSE
N3117_Shard,707,Tornadoslicer,15,Tadanako,1,14,Silk,1,18,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3067_Shard,710,EntangleBind,15,CerberaLeaf,1,18,MocoOnion,4,20,MocoOil,4,22,None,0,0,EDropCoin::None,0,0,FALSE
N3030_Shard,711,SummonButt,15,Gaapwing,1,20,Gusionfang,1,22,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3045_Shard,712,Releasetoade,15,EligosHeart,1,20,SeekerEye,1,22,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3016_Shard,713,FireCannon,15,CypressLumber,1,15,Gunpowder,5,20,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3023_Shard,714,None,0,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3028_Shard,715,FamiliaBuell,15,Leather,1,15,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N2003_Shard,716,WildScratch,15,None,0,0,Gusionfur,1,15,Marbasfang,1,18,None,0,0,EDropCoin::None,0,0,FALSE
N2008_Shard,717,Voidlay,16,None,0,0,AbyssguardianHeart,1,15,Abyssguardianbastard,1,18,DragonsEgg,2,20,EDropCoin::None,0,0,FALSE
N3081_Shard,718,drain,15,None,0,0,Marbasmane,1,15,Marbasfang,1,18,None,0,0,EDropCoin::None,0,0,FALSE
N3021_Shard,719,Accelerator,100,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3038_Shard,720,GunMastery,14,None,0,0,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3031_Shard,723,Resistice,14,Alexandrite,1,12,Diamond,1,16,Sapphire,1,22,None,0,0,EDropCoin::None,0,0,FALSE
N3088_Shard,724,SummonTracer,14,None,0,0,DevilRoyalEyeball,1,15,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3018_Shard,725,GunMastery,14,CypressLumber,1,12,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3120_Shard,726,AxStrike,14,Orichalcum,1,12,Warriorskull,1,15,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3057_Shard,727,FoldShiu,15,MurmurHeart,1,12,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3106_Shard,731,Chiselbalage,25,Bloodybone,1,22,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3106_1ST_Treasure,733,None,0,Bloodybone,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3106_2ND_Treasure,734,None,0,None,0,0,Garlic,1,100,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3107_Shard,735,RuinBeak,100,Bloodyskull,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3107_Shard_Second,736,RuinBeak,22,Bloodyskull,1,22,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3108_Shard,737,Jackpot,22,Gieremundfang,1,22,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
N3108_Shard_ThreeSeven,738,Jackpot,100,Gieremundfang,1,100,None,0,0,None,0,0,None,0,0,EDropCoin::None,0,0,FALSE
