Key,Value/CheatCode,Value/CheatEffect,Value/Option1,Value/Option2
MaxCircletoffire,MaxCircletoffire,EPBCheatCommandType::AddItem,Circletoffire,999
MaxIcecirclet,MaxIcecirclet,EPBCheatCommandType::AddItem,Icecirclet,999
MaxThunderscirclet,MaxThunderscirclet,EPBCheatCommandType::AddItem,Thunderscirclet,999
MaxBraveBeret,MaxBraveBeret,EPBCheatCommandType::AddItem,BraveBeret,999
MaxCrowhat,MaxCrowhat,EPBCheatCommandType::AddItem,Crowhat,999
MaxGadgetBand,MaxGadgetBand,EPBCheatCommandType::AddItem,GadgetBand,999
MaxFeatherCrown,MaxFeatherCrown,EPBCheatCommandType::AddItem,FeatherCrown,999
MaxSilverTiara,MaxSilverTiara,EPBCheatCommandType::AddItem,SilverTiara,999
MaxMagushat,MaxMagushat,EPBCheatCommandType::AddItem,Magushat,999
MaxCutebeastberet,MaxCutebeastberet,EPBCheatCommandType::AddItem,Cutebeastberet,999
MaxBunnyEars,MaxBunnyEars,EPBCheatCommandType::AddItem,BunnyEars,999
MaxDentistshat,MaxDentistshat,EPBCheatCommandType::AddItem,Dentistshat,999
MaxMaidheadband,MaxMaidheadband,EPBCheatCommandType::AddItem,Maidheadband,999
MaxWesternhat,MaxWesternhat,EPBCheatCommandType::AddItem,Westernhat,999
Maxribbon,Maxribbon,EPBCheatCommandType::AddItem,ribbon,999
MaxFlightcapoftraveler,MaxFlightcapoftraveler,EPBCheatCommandType::AddItem,Flightcapoftraveler,999
MaxHermitsBeret,MaxHermitsBeret,EPBCheatCommandType::AddItem,HermitsBeret,999
MaxKitsuneMask,MaxKitsuneMask,EPBCheatCommandType::AddItem,KitsuneMask,999
MaxDemonHorns,MaxDemonHorns,EPBCheatCommandType::AddItem,DemonHorns,999
MaxElderTiara,MaxElderTiara,EPBCheatCommandType::AddItem,ElderTiara,999
MaxRecyclehat,MaxRecyclehat,EPBCheatCommandType::AddItem,Recyclehat,999
MaxPleiades,MaxPleiades,EPBCheatCommandType::AddItem,Pleiades,999
MaxHumptyDumpty,MaxHumptyDumpty,EPBCheatCommandType::AddItem,HumptyDumpty,999
MaxLoveOfBenki,MaxLoveOfBenki,EPBCheatCommandType::AddItem,LoveOfBenki,999
MaxPlan9FOSpace,MaxPlan9FOSpace,EPBCheatCommandType::AddItem,Plan9FOSpace,999
MaxMega64Head,MaxMega64Head,EPBCheatCommandType::AddItem,Mega64Head,999
MaxValkyrieTiara,MaxValkyrieTiara,EPBCheatCommandType::AddItem,ValkyrieTiara,999
MaxMuffler,MaxMuffler,EPBCheatCommandType::AddItem,Muffler,999
MaxTurbinemuffler,MaxTurbinemuffler,EPBCheatCommandType::AddItem,Turbinemuffler,999
MaxBatwing,MaxBatwing,EPBCheatCommandType::AddItem,Batwing,999
MaxOutlinestyle,MaxOutlinestyle,EPBCheatCommandType::AddItem,Outlinestyle,999
MaxMade-to-order,MaxMade-to-order,EPBCheatCommandType::AddItem,Made-to-order,999
MaxUsagimuffler,MaxUsagimuffler,EPBCheatCommandType::AddItem,Usagimuffler,999
MaxFaerieScarf,MaxFaerieScarf,EPBCheatCommandType::AddItem,FaerieScarf,999
MaxSendomuffler,MaxSendomuffler,EPBCheatCommandType::AddItem,Sendomuffler,999
MaxFiremuffler,MaxFiremuffler,EPBCheatCommandType::AddItem,Firemuffler,999
MaxTalismanScarf,MaxTalismanScarf,EPBCheatCommandType::AddItem,TalismanScarf,999
MaxOvertheRainbow,MaxOvertheRainbow,EPBCheatCommandType::AddItem,OvertheRainbow,999
MaxEyeglasses,MaxEyeglasses,EPBCheatCommandType::AddItem,Eyeglasses,999
MaxElfearcap,MaxElfearcap,EPBCheatCommandType::AddItem,Elfearcap,999
MaxEnlargedglasses,MaxEnlargedglasses,EPBCheatCommandType::AddItem,Enlargedglasses,999
MaxHoruseyes,MaxHoruseyes,EPBCheatCommandType::AddItem,Horuseyes,999
MaxStonemask,MaxStonemask,EPBCheatCommandType::AddItem,Stonemask,999
MaxCrowmask,MaxCrowmask,EPBCheatCommandType::AddItem,Crowmask,999
Maxsunglasses,Maxsunglasses,EPBCheatCommandType::AddItem,sunglasses,999
MaxDanceMask,MaxDanceMask,EPBCheatCommandType::AddItem,DanceMask,999
MaxBreathingforcedmask,MaxBreathingforcedmask,EPBCheatCommandType::AddItem,Breathingforcedmask,999
MaxBottleglasses,MaxBottleglasses,EPBCheatCommandType::AddItem,Bottleglasses,999
MaxMeasurementglasses,MaxMeasurementglasses,EPBCheatCommandType::AddItem,Measurementglasses,999
MaxNoseEyeglasses,MaxNoseEyeglasses,EPBCheatCommandType::AddItem,NoseEyeglasses,999
MaxTransformationmask,MaxTransformationmask,EPBCheatCommandType::AddItem,Transformationmask,999
MaxOfudaTalisman,MaxOfudaTalisman,EPBCheatCommandType::AddItem,OfudaTalisman,999
MaxGebelsglasses,MaxGebelsglasses,EPBCheatCommandType::AddItem,Gebelsglasses,999
MaxRustedRing,MaxRustedRing,EPBCheatCommandType::AddItem,RustedRing,999
MaxRing,MaxRing,EPBCheatCommandType::AddItem,Ring,999
MaxNecklace,MaxNecklace,EPBCheatCommandType::AddItem,Necklace,999
MaxSafering,MaxSafering,EPBCheatCommandType::AddItem,Safering,999
MaxUnicornRing,MaxUnicornRing,EPBCheatCommandType::AddItem,UnicornRing,999
MaxFlamering,MaxFlamering,EPBCheatCommandType::AddItem,Flamering,999
MaxIcering,MaxIcering,EPBCheatCommandType::AddItem,Icering,999
MaxThunderring,MaxThunderring,EPBCheatCommandType::AddItem,Thunderring,999
MaxCriticalring,MaxCriticalring,EPBCheatCommandType::AddItem,Criticalring,999
MaxWalkerking,MaxWalkerking,EPBCheatCommandType::AddItem,Walkerking,999
MaxMoonring,MaxMoonring,EPBCheatCommandType::AddItem,Moonring,999
MaxCursering,MaxCursering,EPBCheatCommandType::AddItem,Cursering,999
MaxStriderbelt,MaxStriderbelt,EPBCheatCommandType::AddItem,Striderbelt,999
MaxAssassinsRing,MaxAssassinsRing,EPBCheatCommandType::AddItem,AssassinsRing,999
MaxSilvermanring,MaxSilvermanring,EPBCheatCommandType::AddItem,Silvermanring,999
MaxRoseRing,MaxRoseRing,EPBCheatCommandType::AddItem,RoseRing,999
MaxSkullNecklace,MaxSkullNecklace,EPBCheatCommandType::AddItem,SkullNecklace,999
MaxWeightedRing,MaxWeightedRing,EPBCheatCommandType::AddItem,WeightedRing,999
MaxSpeedstar,MaxSpeedstar,EPBCheatCommandType::AddItem,Speedstar,999
MaxCutpursesRing,MaxCutpursesRing,EPBCheatCommandType::AddItem,CutpursesRing,999
MaxPlunderersRing,MaxPlunderersRing,EPBCheatCommandType::AddItem,PlunderersRing,999
MaxGoldmanring,MaxGoldmanring,EPBCheatCommandType::AddItem,Goldmanring,999
MaxRiskring,MaxRiskring,EPBCheatCommandType::AddItem,Riskring,999
MaxDemonNecklace,MaxDemonNecklace,EPBCheatCommandType::AddItem,DemonNecklace,999
MaxAdversityring,MaxAdversityring,EPBCheatCommandType::AddItem,Adversityring,999
MaxBlackbelt,MaxBlackbelt,EPBCheatCommandType::AddItem,Blackbelt,999
MaxLethalityRing,MaxLethalityRing,EPBCheatCommandType::AddItem,LethalityRing,999
MaxGamblersring,MaxGamblersring,EPBCheatCommandType::AddItem,Gamblersring,999
MaxWarlocksNecklace,MaxWarlocksNecklace,EPBCheatCommandType::AddItem,WarlocksNecklace,999
MaxRingofSolomon,MaxRingofSolomon,EPBCheatCommandType::AddItem,RingofSolomon,999
MaxPlagueDoctorFace,MaxPlagueDoctorFace,EPBCheatCommandType::AddItem,PlagueDoctorFace,999
MaxBigMustache,MaxBigMustache,EPBCheatCommandType::AddItem,BigMustache,999
MaxThe-BazMask,MaxThe-BazMask,EPBCheatCommandType::AddItem,The-BazMask,999
MaxHeyI’mGrump,MaxHeyI’mGrump,EPBCheatCommandType::AddItem,HeyI’mGrump,999
MaxI’mNotSoGrump,MaxI’mNotSoGrump,EPBCheatCommandType::AddItem,I’mNotSoGrump,999
MaxAKindaFunnyMask,MaxAKindaFunnyMask,EPBCheatCommandType::AddItem,AKindaFunnyMask,999
MaxTunic,MaxTunic,EPBCheatCommandType::AddItem,Tunic,999
MaxSkinbreastplate,MaxSkinbreastplate,EPBCheatCommandType::AddItem,Skinbreastplate,999
MaxCountrydress,MaxCountrydress,EPBCheatCommandType::AddItem,Countrydress,999
MaxCopperbreastplate,MaxCopperbreastplate,EPBCheatCommandType::AddItem,Copperbreastplate,999
MaxChemisedress,MaxChemisedress,EPBCheatCommandType::AddItem,Chemisedress,999
MaxScalearmor,MaxScalearmor,EPBCheatCommandType::AddItem,Scalearmor,999
MaxIronbreastplate,MaxIronbreastplate,EPBCheatCommandType::AddItem,Ironbreastplate,999
MaxBrigandine,MaxBrigandine,EPBCheatCommandType::AddItem,Brigandine,999
MaxIronMansApron,MaxIronMansApron,EPBCheatCommandType::AddItem,IronMansApron,999
MaxKungFuBest,MaxKungFuBest,EPBCheatCommandType::AddItem,KungFuBest,999
MaxTeadress,MaxTeadress,EPBCheatCommandType::AddItem,Teadress,999
MaxChainmail,MaxChainmail,EPBCheatCommandType::AddItem,Chainmail,999
MaxBeastleather,MaxBeastleather,EPBCheatCommandType::AddItem,Beastleather,999
MaxMaturedress,MaxMaturedress,EPBCheatCommandType::AddItem,Maturedress,999
MaxShovelarmorsarmor,MaxShovelarmorsarmor,EPBCheatCommandType::AddItem,Shovelarmorsarmor,999
MaxLamellarArmor,MaxLamellarArmor,EPBCheatCommandType::AddItem,LamellarArmor,999
MaxCrusadeArmor,MaxCrusadeArmor,EPBCheatCommandType::AddItem,CrusadeArmor,999
MaxSteelbreastplate,MaxSteelbreastplate,EPBCheatCommandType::AddItem,Steelbreastplate,999
MaxRidingHabit,MaxRidingHabit,EPBCheatCommandType::AddItem,RidingHabit,999
MaxDuelBrest,MaxDuelBrest,EPBCheatCommandType::AddItem,DuelBrest,999
MaxSilverbreastplate,MaxSilverbreastplate,EPBCheatCommandType::AddItem,Silverbreastplate,999
MaxAssassinvest,MaxAssassinvest,EPBCheatCommandType::AddItem,Assassinvest,999
MaxFeatherrobe,MaxFeatherrobe,EPBCheatCommandType::AddItem,Featherrobe,999
MaxVoronezDress,MaxVoronezDress,EPBCheatCommandType::AddItem,VoronezDress,999
MaxCureus,MaxCureus,EPBCheatCommandType::AddItem,Cureus,999
MaxCrystalscale,MaxCrystalscale,EPBCheatCommandType::AddItem,Crystalscale,999
MaxBreastplateofAguilar,MaxBreastplateofAguilar,EPBCheatCommandType::AddItem,BreastplateofAguilar,999
MaxDragonScale,MaxDragonScale,EPBCheatCommandType::AddItem,DragonScale,999
MaxGoldbreastplate,MaxGoldbreastplate,EPBCheatCommandType::AddItem,Goldbreastplate,999
MaxSpikeBreast,MaxSpikeBreast,EPBCheatCommandType::AddItem,SpikeBreast,999
MaxSilkdress,MaxSilkdress,EPBCheatCommandType::AddItem,Silkdress,999
MaxGloriousBreast,MaxGloriousBreast,EPBCheatCommandType::AddItem,GloriousBreast,999
MaxShiningBreast,MaxShiningBreast,EPBCheatCommandType::AddItem,ShiningBreast,999
MaxAshinbacostume,MaxAshinbacostume,EPBCheatCommandType::AddItem,Ashinbacostume,999
MaxCaracilis,MaxCaracilis,EPBCheatCommandType::AddItem,Caracilis,999
MaxCrimsondress,MaxCrimsondress,EPBCheatCommandType::AddItem,Crimsondress,999
MaxImperialArmor,MaxImperialArmor,EPBCheatCommandType::AddItem,ImperialArmor,999
MaxShieldless,MaxShieldless,EPBCheatCommandType::AddItem,Shieldless,999
MaxCoronationdress,MaxCoronationdress,EPBCheatCommandType::AddItem,Coronationdress,999
MaxValkyriedress,MaxValkyriedress,EPBCheatCommandType::AddItem,Valkyriedress,999
MaxPaddy,MaxPaddy,EPBCheatCommandType::AddItem,Paddy,999
MaxCorn,MaxCorn,EPBCheatCommandType::AddItem,Corn,999
MaxPotato,MaxPotato,EPBCheatCommandType::AddItem,Potato,999
MaxCinnamon,MaxCinnamon,EPBCheatCommandType::AddItem,Cinnamon,999
MaxFlour,MaxFlour,EPBCheatCommandType::AddItem,Flour,999
MaxEgg,MaxEgg,EPBCheatCommandType::AddItem,Egg,999
MaxDragonsEgg,MaxDragonsEgg,EPBCheatCommandType::AddItem,DragonsEgg,999
MaxSugar,MaxSugar,EPBCheatCommandType::AddItem,Sugar,999
MaxSoySauce,MaxSoySauce,EPBCheatCommandType::AddItem,SoySauce,999
MaxMiso,MaxMiso,EPBCheatCommandType::AddItem,Miso,999
MaxPepper,MaxPepper,EPBCheatCommandType::AddItem,Pepper,999
MaxGinger,MaxGinger,EPBCheatCommandType::AddItem,Ginger,999
MaxGarlic,MaxGarlic,EPBCheatCommandType::AddItem,Garlic,999
MaxMocoOil,MaxMocoOil,EPBCheatCommandType::AddItem,MocoOil,999
MaxRennet,MaxRennet,EPBCheatCommandType::AddItem,Rennet,999
MaxMilk,MaxMilk,EPBCheatCommandType::AddItem,Milk,999
MaxMilkofZagan,MaxMilkofZagan,EPBCheatCommandType::AddItem,MilkofZagan,999
MaxTomato,MaxTomato,EPBCheatCommandType::AddItem,Tomato,999
MaxMocoOnion,MaxMocoOnion,EPBCheatCommandType::AddItem,MocoOnion,999
MaxDaturaLeaf,MaxDaturaLeaf,EPBCheatCommandType::AddItem,DaturaLeaf,999
MaxCerberaLeaf,MaxCerberaLeaf,EPBCheatCommandType::AddItem,CerberaLeaf,999
MaxClam,MaxClam,EPBCheatCommandType::AddItem,Clam,999
MaxUni,MaxUni,EPBCheatCommandType::AddItem,Uni,999
MaxRedBean,MaxRedBean,EPBCheatCommandType::AddItem,RedBean,999
MaxCacaoBean,MaxCacaoBean,EPBCheatCommandType::AddItem,CacaoBean,999
MaxForneusFilet,MaxForneusFilet,EPBCheatCommandType::AddItem,ForneusFilet,999
MaxDeeseamaFilet,MaxDeeseamaFilet,EPBCheatCommandType::AddItem,DeeseamaFilet,999
MaxG-LabolasFilet,MaxG-LabolasFilet,EPBCheatCommandType::AddItem,G-LabolasFilet,999
MaxYorktonMeat,MaxYorktonMeat,EPBCheatCommandType::AddItem,YorktonMeat,999
MaxZaganMeat,MaxZaganMeat,EPBCheatCommandType::AddItem,ZaganMeat,999
MaxHaagentiFilet,MaxHaagentiFilet,EPBCheatCommandType::AddItem,HaagentiFilet,999
MaxStrawberry,MaxStrawberry,EPBCheatCommandType::AddItem,Strawberry,999
MaxApple,MaxApple,EPBCheatCommandType::AddItem,Apple,999
MaxLemon,MaxLemon,EPBCheatCommandType::AddItem,Lemon,999
MaxAmbrosia,MaxAmbrosia,EPBCheatCommandType::AddItem,Ambrosia,999
MaxBakingSoda,MaxBakingSoda,EPBCheatCommandType::AddItem,BakingSoda,999
MaxButter,MaxButter,EPBCheatCommandType::AddItem,Butter,999
MaxCheese,MaxCheese,EPBCheatCommandType::AddItem,Cheese,999
MaxSoda,MaxSoda,EPBCheatCommandType::AddItem,Soda,999
MaxConsommé,MaxConsommé,EPBCheatCommandType::AddItem,Consommé,999
MaxCurryPowder,MaxCurryPowder,EPBCheatCommandType::AddItem,CurryPowder,999
MaxSaltBroth,MaxSaltBroth,EPBCheatCommandType::AddItem,SaltBroth,999
MaxSoyBroth,MaxSoyBroth,EPBCheatCommandType::AddItem,SoyBroth,999
MaxTonkotsuBroth,MaxTonkotsuBroth,EPBCheatCommandType::AddItem,TonkotsuBroth,999
MaxMisoBroth,MaxMisoBroth,EPBCheatCommandType::AddItem,MisoBroth,999
MaxHeavyCream,MaxHeavyCream,EPBCheatCommandType::AddItem,HeavyCream,999
MaxRedBeanPaste,MaxRedBeanPaste,EPBCheatCommandType::AddItem,RedBeanPaste,999
MaxCocoa,MaxCocoa,EPBCheatCommandType::AddItem,Cocoa,999
MaxChineseNoodles,MaxChineseNoodles,EPBCheatCommandType::AddItem,ChineseNoodles,999
MaxPasta,MaxPasta,EPBCheatCommandType::AddItem,Pasta,999
MaxBread,MaxBread,EPBCheatCommandType::AddItem,Bread,999
MaxPieDough,MaxPieDough,EPBCheatCommandType::AddItem,PieDough,999
MaxPizzaDough,MaxPizzaDough,EPBCheatCommandType::AddItem,PizzaDough,999
MaxCrepeDough,MaxCrepeDough,EPBCheatCommandType::AddItem,CrepeDough,999
MaxCurrySauce,MaxCurrySauce,EPBCheatCommandType::AddItem,CurrySauce,999
MaxWhiteSauce,MaxWhiteSauce,EPBCheatCommandType::AddItem,WhiteSauce,999
MaxVongoleSauce,MaxVongoleSauce,EPBCheatCommandType::AddItem,VongoleSauce,999
MaxRiceBall,MaxRiceBall,EPBCheatCommandType::AddItem,RiceBall,999
MaxFriedPotatoes,MaxFriedPotatoes,EPBCheatCommandType::AddItem,FriedPotatoes,999
MaxCornChowder,MaxCornChowder,EPBCheatCommandType::AddItem,CornChowder,999
MaxAppleRisotto,MaxAppleRisotto,EPBCheatCommandType::AddItem,AppleRisotto,999
MaxUniDon,MaxUniDon,EPBCheatCommandType::AddItem,UniDon,999
MaxPizza,MaxPizza,EPBCheatCommandType::AddItem,Pizza,999
MaxFriedEgg,MaxFriedEgg,EPBCheatCommandType::AddItem,FriedEgg,999
MaxRolledOmelette,MaxRolledOmelette,EPBCheatCommandType::AddItem,RolledOmelette,999
MaxEggonRice,MaxEggonRice,EPBCheatCommandType::AddItem,EggonRice,999
MaxScrambledEggs,MaxScrambledEggs,EPBCheatCommandType::AddItem,ScrambledEggs,999
MaxEggSoufflé,MaxEggSoufflé,EPBCheatCommandType::AddItem,EggSoufflé,999
MaxOmurice,MaxOmurice,EPBCheatCommandType::AddItem,Omurice,999
MaxFriedFish,MaxFriedFish,EPBCheatCommandType::AddItem,FriedFish,999
MaxFishAndChips,MaxFishAndChips,EPBCheatCommandType::AddItem,FishAndChips,999
MaxForneusMeunière,MaxForneusMeunière,EPBCheatCommandType::AddItem,ForneusMeunière,999
MaxForneusinGarlic,MaxForneusinGarlic,EPBCheatCommandType::AddItem,ForneusinGarlic,999
MaxSimmeredForneus,MaxSimmeredForneus,EPBCheatCommandType::AddItem,SimmeredForneus,999
MaxFishHotPot,MaxFishHotPot,EPBCheatCommandType::AddItem,FishHotPot,999
MaxMacaroniGratin,MaxMacaroniGratin,EPBCheatCommandType::AddItem,MacaroniGratin,999
MaxMacaroniAndCheese,MaxMacaroniAndCheese,EPBCheatCommandType::AddItem,MacaroniAndCheese,999
MaxClassicSpaghetti,MaxClassicSpaghetti,EPBCheatCommandType::AddItem,ClassicSpaghetti,999
MaxPastaCarbonara,MaxPastaCarbonara,EPBCheatCommandType::AddItem,PastaCarbonara,999
MaxPastaVongole,MaxPastaVongole,EPBCheatCommandType::AddItem,PastaVongole,999
MaxSeaUrchinPasta,MaxSeaUrchinPasta,EPBCheatCommandType::AddItem,SeaUrchinPasta,999
MaxSaltRamen,MaxSaltRamen,EPBCheatCommandType::AddItem,SaltRamen,999
MaxSoyRamen,MaxSoyRamen,EPBCheatCommandType::AddItem,SoyRamen,999
MaxTonkotsuRamen,MaxTonkotsuRamen,EPBCheatCommandType::AddItem,TonkotsuRamen,999
MaxMisoRamen,MaxMisoRamen,EPBCheatCommandType::AddItem,MisoRamen,999
MaxChickenCasserole,MaxChickenCasserole,EPBCheatCommandType::AddItem,ChickenCasserole,999
MaxGarlicChicken,MaxGarlicChicken,EPBCheatCommandType::AddItem,GarlicChicken,999
MaxChickenSauté,MaxChickenSauté,EPBCheatCommandType::AddItem,ChickenSauté,999
MaxGingerPork,MaxGingerPork,EPBCheatCommandType::AddItem,GingerPork,999
MaxTonkatsu,MaxTonkatsu,EPBCheatCommandType::AddItem,Tonkatsu,999
MaxSukiyaki,MaxSukiyaki,EPBCheatCommandType::AddItem,Sukiyaki,999
MaxMisoCutlet,MaxMisoCutlet,EPBCheatCommandType::AddItem,MisoCutlet,999
MaxSteak,MaxSteak,EPBCheatCommandType::AddItem,Steak,999
MaxExquisiteSteak,MaxExquisiteSteak,EPBCheatCommandType::AddItem,ExquisiteSteak,999
MaxMeatHotPot,MaxMeatHotPot,EPBCheatCommandType::AddItem,MeatHotPot,999
MaxCurry&Rice,MaxCurry&Rice,EPBCheatCommandType::AddItem,Curry&Rice,999
MaxPorkCurry,MaxPorkCurry,EPBCheatCommandType::AddItem,PorkCurry,999
MaxChickenCurry,MaxChickenCurry,EPBCheatCommandType::AddItem,ChickenCurry,999
MaxSeafoodCurry,MaxSeafoodCurry,EPBCheatCommandType::AddItem,SeafoodCurry,999
MaxBeefCurry,MaxBeefCurry,EPBCheatCommandType::AddItem,BeefCurry,999
MaxApplePie,MaxApplePie,EPBCheatCommandType::AddItem,ApplePie,999
MaxLemonPie,MaxLemonPie,EPBCheatCommandType::AddItem,LemonPie,999
MaxStrawberryPie,MaxStrawberryPie,EPBCheatCommandType::AddItem,StrawberryPie,999
MaxManju,MaxManju,EPBCheatCommandType::AddItem,Manju,999
MaxCookies,MaxCookies,EPBCheatCommandType::AddItem,Cookies,999
MaxChocolateCookies,MaxChocolateCookies,EPBCheatCommandType::AddItem,ChocolateCookies,999
MaxCinnamonCookies,MaxCinnamonCookies,EPBCheatCommandType::AddItem,CinnamonCookies,999
MaxFlan,MaxFlan,EPBCheatCommandType::AddItem,Flan,999
MaxSpongeCake,MaxSpongeCake,EPBCheatCommandType::AddItem,SpongeCake,999
MaxChiffonCake,MaxChiffonCake,EPBCheatCommandType::AddItem,ChiffonCake,999
MaxCheeseCake,MaxCheeseCake,EPBCheatCommandType::AddItem,CheeseCake,999
MaxChocolateCrepe,MaxChocolateCrepe,EPBCheatCommandType::AddItem,ChocolateCrepe,999
MaxChocolateCake,MaxChocolateCake,EPBCheatCommandType::AddItem,ChocolateCake,999
MaxStrawberryCake,MaxStrawberryCake,EPBCheatCommandType::AddItem,StrawberryCake,999
MaxStrawberryCrepe,MaxStrawberryCrepe,EPBCheatCommandType::AddItem,StrawberryCrepe,999
MaxBerrySpaghetti,MaxBerrySpaghetti,EPBCheatCommandType::AddItem,BerrySpaghetti,999
MaxShirukoSpaghetti,MaxShirukoSpaghetti,EPBCheatCommandType::AddItem,ShirukoSpaghetti,999
MaxLemonade,MaxLemonade,EPBCheatCommandType::AddItem,Lemonade,999
MaxAppleJuice,MaxAppleJuice,EPBCheatCommandType::AddItem,AppleJuice,999
MaxStrawberryAuLait,MaxStrawberryAuLait,EPBCheatCommandType::AddItem,StrawberryAuLait,999
MaxSmoothie,MaxSmoothie,EPBCheatCommandType::AddItem,Smoothie,999
MaxFruitJuice,MaxFruitJuice,EPBCheatCommandType::AddItem,FruitJuice,999
MaxNectar,MaxNectar,EPBCheatCommandType::AddItem,Nectar,999
MaxDarkMatter,MaxDarkMatter,EPBCheatCommandType::AddItem,DarkMatter,999
MaxSeedCorn,MaxSeedCorn,EPBCheatCommandType::AddItem,SeedCorn,999
MaxSeedRice,MaxSeedRice,EPBCheatCommandType::AddItem,SeedRice,999
MaxSeedPotato,MaxSeedPotato,EPBCheatCommandType::AddItem,SeedPotato,999
MaxShipMap,MaxShipMap,EPBCheatCommandType::AddItem,ShipMap,999
MaxCertificationboard,MaxCertificationboard,EPBCheatCommandType::AddItem,Certificationboard,999
MaxIDphoto,MaxIDphoto,EPBCheatCommandType::AddItem,IDphoto,999
MaxSilverbromide,MaxSilverbromide,EPBCheatCommandType::AddItem,Silverbromide,999
MaxKeyofbacker1,MaxKeyofbacker1,EPBCheatCommandType::AddItem,Keyofbacker1,999
MaxKeyofbacker2,MaxKeyofbacker2,EPBCheatCommandType::AddItem,Keyofbacker2,999
MaxKeyofbacker3,MaxKeyofbacker3,EPBCheatCommandType::AddItem,Keyofbacker3,999
MaxKeyofbacker4,MaxKeyofbacker4,EPBCheatCommandType::AddItem,Keyofbacker4,999
MaxWorldfashionfirstissue,MaxWorldfashionfirstissue,EPBCheatCommandType::AddItem,Worldfashionfirstissue,999
MaxWorldfashionNo02,MaxWorldfashionNo02,EPBCheatCommandType::AddItem,WorldfashionNo02,999
MaxWorldfashionNo03,MaxWorldfashionNo03,EPBCheatCommandType::AddItem,WorldfashionNo03,999
MaxWorldfashionNo04,MaxWorldfashionNo04,EPBCheatCommandType::AddItem,WorldfashionNo04,999
MaxWorldfashionNo05,MaxWorldfashionNo05,EPBCheatCommandType::AddItem,WorldfashionNo05,999
MaxWorldfashionNo06,MaxWorldfashionNo06,EPBCheatCommandType::AddItem,WorldfashionNo06,999
MaxWorldfashionNo07,MaxWorldfashionNo07,EPBCheatCommandType::AddItem,WorldfashionNo07,999
MaxWorldfashionNo08,MaxWorldfashionNo08,EPBCheatCommandType::AddItem,WorldfashionNo08,999
MaxWorldfashionNo09,MaxWorldfashionNo09,EPBCheatCommandType::AddItem,WorldfashionNo09,999
MaxWorldfashionNo10,MaxWorldfashionNo10,EPBCheatCommandType::AddItem,WorldfashionNo10,999
MaxWorldfashionNo11,MaxWorldfashionNo11,EPBCheatCommandType::AddItem,WorldfashionNo11,999
MaxWorldfashionNo12,MaxWorldfashionNo12,EPBCheatCommandType::AddItem,WorldfashionNo12,999
MaxVillageKey,MaxVillageKey,EPBCheatCommandType::AddItem,VillageKey,999
MaxItemRecipe001,MaxItemRecipe001,EPBCheatCommandType::AddItem,ItemRecipe001,999
MaxItemRecipe002,MaxItemRecipe002,EPBCheatCommandType::AddItem,ItemRecipe002,999
MaxItemRecipe003,MaxItemRecipe003,EPBCheatCommandType::AddItem,ItemRecipe003,999
MaxBalletRecipe001,MaxBalletRecipe001,EPBCheatCommandType::AddItem,BalletRecipe001,999
MaxBalletRecipe002,MaxBalletRecipe002,EPBCheatCommandType::AddItem,BalletRecipe002,999
MaxBalletRecipe003,MaxBalletRecipe003,EPBCheatCommandType::AddItem,BalletRecipe003,999
MaxBalletRecipe004,MaxBalletRecipe004,EPBCheatCommandType::AddItem,BalletRecipe004,999
MaxArmsRecipe003,MaxArmsRecipe003,EPBCheatCommandType::AddItem,ArmsRecipe003,999
MaxArmsRecipe004,MaxArmsRecipe004,EPBCheatCommandType::AddItem,ArmsRecipe004,999
MaxArmsRecipe005,MaxArmsRecipe005,EPBCheatCommandType::AddItem,ArmsRecipe005,999
MaxArmsRecipe007,MaxArmsRecipe007,EPBCheatCommandType::AddItem,ArmsRecipe007,999
MaxArmsRecipe009,MaxArmsRecipe009,EPBCheatCommandType::AddItem,ArmsRecipe009,999
MaxArmsRecipe012,MaxArmsRecipe012,EPBCheatCommandType::AddItem,ArmsRecipe012,999
MaxArmsRecipe018,MaxArmsRecipe018,EPBCheatCommandType::AddItem,ArmsRecipe018,999
MaxArmsRecipe019,MaxArmsRecipe019,EPBCheatCommandType::AddItem,ArmsRecipe019,999
MaxArmsRecipe020,MaxArmsRecipe020,EPBCheatCommandType::AddItem,ArmsRecipe020,999
MaxDishRecipe002,MaxDishRecipe002,EPBCheatCommandType::AddItem,DishRecipe002,999
MaxDishRecipe003,MaxDishRecipe003,EPBCheatCommandType::AddItem,DishRecipe003,999
MaxDishRecipe004,MaxDishRecipe004,EPBCheatCommandType::AddItem,DishRecipe004,999
MaxDishRecipe005,MaxDishRecipe005,EPBCheatCommandType::AddItem,DishRecipe005,999
MaxDishRecipe006,MaxDishRecipe006,EPBCheatCommandType::AddItem,DishRecipe006,999
MaxDishRecipe007,MaxDishRecipe007,EPBCheatCommandType::AddItem,DishRecipe007,999
MaxDishRecipe008,MaxDishRecipe008,EPBCheatCommandType::AddItem,DishRecipe008,999
MaxDishRecipe010,MaxDishRecipe010,EPBCheatCommandType::AddItem,DishRecipe010,999
MaxDishRecipe011,MaxDishRecipe011,EPBCheatCommandType::AddItem,DishRecipe011,999
MaxDishRecipe014,MaxDishRecipe014,EPBCheatCommandType::AddItem,DishRecipe014,999
MaxDishRecipe015,MaxDishRecipe015,EPBCheatCommandType::AddItem,DishRecipe015,999
