Key,Value/Type,Value/CraftItemId,Value/CraftValue,Value/RankMin,Value/RankMax,Value/Ingredient1Id,Value/Ingredient1Total,Value/Ingredient2Id,Value/Ingredient2Total,Value/Ingredient3Id,Value/Ingredient3Total,Value/Ingredient4Id,Value/Ingredient4Total,Value/OpenKeyRecipeID,Value/openCondition,Value/openParameter,Value/firstTimeBonusSpecialEffectId,Value/Alkhahest,Value/FirstBonusType/0,Value/FirstBonusType/1,Value/FirstBonusType/2,Value/FirstBonusType/3,Value/FirstBonusType/4,Value/FirstBonusType/5,Value/FirstBonusType/6,Value/FirstBonusType/7,Value/FirstBonusType/8,Value/FirstBonusValue/0,Value/FirstBonusValue/1,Value/FirstBonusValue/2,Value/FirstBonusValue/3,Value/FirstBonusValue/4,Value/FirstBonusValue/5,Value/FirstBonusValue/6,Value/FirstBonusValue/7,Value/FirstBonusValue/8
Flan,ECraftType::Craft,Flan,1,0,0,DragonsEgg,1,MilkofZagan,1,Sugar,1,None,0,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,0,1,0
SpongeCake,ECraftType::Craft,SpongeCake,1,0,0,Egg,1,Flour,1,Sugar,1,MilkofZagan,1,None,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,0,1,0
ChiffonCake,ECraftType::Craft,ChiffonCake,1,0,0,DragonsEgg,1,Flour,1,Sugar,1,MocoOil,1,DishRecipe010,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,0,2,0
CheeseCake,ECraftType::Craft,CheeseCake,1,0,0,Cheese,1,HeavyCream,1,Lemon,1,Cookies,1,DishRecipe010,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,0,2,0
ChocolateCake,ECraftType::Craft,ChocolateCake,1,0,0,Cocoa,1,HeavyCream,1,Butter,1,DragonsEgg,1,DishRecipe010,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,0,2,0
StrawberryCake,ECraftType::Craft,StrawberryCake,1,0,0,Strawberry,1,HeavyCream,1,SpongeCake,1,None,0,DishRecipe010,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,1,0,1,0
ChocolateCrepe,ECraftType::Craft,ChocolateCrepe,1,0,0,Cocoa,1,HeavyCream,1,CrepeDough,1,None,0,DishRecipe007,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,0,2,0
StrawberryCrepe,ECraftType::Craft,StrawberryCrepe,1,0,0,Strawberry,4,HeavyCream,1,CrepeDough,1,None,0,DishRecipe007,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,1,0,2,0
BerrySpaghetti,ECraftType::Craft,BerrySpaghetti,1,0,0,Pasta,3,Strawberry,2,HeavyCream,4,None,0,DishRecipe007,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,15,0,0,0,0,1,0
ShirukoSpaghetti,ECraftType::Craft,ShirukoSpaghetti,1,0,0,Pasta,3,RedBeanPaste,2,HeavyCream,4,None,0,DishRecipe007,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,15,0,0,0,0,1,0
Lemonade,ECraftType::Craft,Lemonade,1,0,0,Lemon,1,Soda,1,Sugar,1,None,0,DishRecipe011,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,0,0,1
AppleJuice,ECraftType::Craft,AppleJuice,1,0,0,Apple,2,None,0,None,0,None,0,DishRecipe011,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,0,0,1
StrawberryAuLait,ECraftType::Craft,StrawberryAuLait,1,0,0,Strawberry,1,MilkofZagan,1,None,0,None,0,DishRecipe011,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,0,0,1
Smoothie,ECraftType::Craft,Smoothie,1,0,0,Strawberry,1,Apple,1,MilkofZagan,1,Sugar,1,DishRecipe011,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,1,0,1
FruitJuice,ECraftType::Craft,FruitJuice,1,0,0,Apple,1,Strawberry,1,Lemon,1,Sugar,1,DishRecipe015,EPBCraftRequirement::None,0,None,3,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,0,0,0,0,1,0,1
Nectar,ECraftType::Craft,Nectar,1,0,0,Ambrosia,1,MilkofZagan,1,Butter,1,Flour,1,DishRecipe014,EPBCraftRequirement::None,0,None,4,EEnchantShardAttribute::EXPRate,EEnchantShardAttribute::MAX_HP,EEnchantShardAttribute::MAX_MP,EEnchantShardAttribute::STR,EEnchantShardAttribute::CON,EEnchantShardAttribute::ITL,EEnchantShardAttribute::MND,EEnchantShardAttribute::LUC,EEnchantShardAttribute::RECOVER_MP_SPEED,0,0,30,0,0,1,1,0,2
Softpoint,ECraftType::Craft,Softpoint,9,0,0,Gunpowder,1,Bronze,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
Hollowpoint,ECraftType::Craft,Hollowpoint,9,0,0,Gunpowder,1,Iron,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
ArmorPiercing,ECraftType::Craft,ArmorPiercing,9,0,0,Gunpowder,1,Obsidian,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
Firebullet,ECraftType::Craft,Firebullet,9,0,0,Gunpowder,1,Ruby,1,None,0,None,0,BalletRecipe001,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
Icebullet,ECraftType::Craft,Icebullet,9,0,0,Gunpowder,1,Sapphire,1,None,0,None,0,BalletRecipe001,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
ThunderRounds,ECraftType::Craft,ThunderRounds,9,0,0,Gunpowder,1,Emerald,1,None,0,None,0,BalletRecipe001,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
SilverBullets,ECraftType::Craft,SilverBullets,9,0,0,Gunpowder,1,Silver,1,HolyWater,1,None,0,Silver,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
WeaponbaneRounds,ECraftType::Craft,WeaponbaneRounds,9,0,0,Gunpowder,1,DamascusSteel,1,None,0,None,0,BalletRecipe002,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
ShieldbaneRounds,ECraftType::Craft,ShieldbaneRounds,9,0,0,Gunpowder,1,DamascusSteel,1,None,0,None,0,BalletRecipe002,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
PoisonRounds,ECraftType::Craft,PoisonRounds,9,0,0,Gunpowder,1,Steel,1,Poison,1,None,0,BalletRecipe002,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
PetrifyingRounds,ECraftType::Craft,PetrifyingRounds,9,0,0,Gunpowder,1,Steel,1,None,0,None,0,BalletRecipe002,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
CurseRounds,ECraftType::Craft,CurseRounds,9,0,0,Gunpowder,1,Steel,1,None,0,None,0,BalletRecipe002,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
Shotshell,ECraftType::Craft,Shotshell,9,0,0,Gunpowder,1,Steel,1,None,0,None,0,BalletRecipe003,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
CriticalBullet,ECraftType::Craft,CriticalBullet,9,0,0,Gunpowder,1,Mithril,1,None,0,None,0,BalletRecipe003,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
DiamondBullets,ECraftType::Craft,DiamondBullets,9,0,0,Gunpowder,1,Diamond,1,None,0,None,0,BalletRecipe004,EPBCraftRequirement::None,0,None,4,,,,,,,,,,,,,,,,,,
HighJump,ECraftType::Craft,HighJump,1,0,0,Doublejump,1,Haagentifeather,1,None,0,None,0,Doublejump,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
LigaDoin,ECraftType::Craft,LigaDoin,1,0,0,LigaStreyma,1,Ruby,1,None,0,None,0,LigaStreyma,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
VaSka,ECraftType::Craft,VaSka,1,0,0,VaIsha,1,Sapphire,1,None,0,None,0,VaIsha,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
TepsSalenda,ECraftType::Craft,TepsSalenda,1,0,0,TepesOsius,1,Emerald,1,None,0,None,0,TepesOsius,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
TissRosain,ECraftType::Craft,TissRosain,1,0,0,TissLeif,1,Diamond,1,None,0,None,0,TissLeif,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
FoldingTurb,ECraftType::Craft,FoldingTurb,1,0,0,FoldShiu,1,DarkMatter,1,None,0,None,0,FoldShiu,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Venomsmog,ECraftType::Craft,Venomsmog,1,0,0,PetraBless,1,Poison,1,Tytaniawing,1,TytaniaPoisonedNeedle,1,PetraBless,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Resistmagic,ECraftType::Craft,Resistmagic,1,0,0,Resistice,1,ResistFire,1,ResistThunder,1,MurmurHeart,1,Resistice,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
EnhancedGOLD,ECraftType::Craft,EnhancedGOLD,1,0,0,LUKEnhance,1,Gold,1,None,0,None,0,LUKEnhance,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
GreatSwordMastery,ECraftType::Craft,GreatSwordMastery,1,0,0,SwordMastery,1,Claymore,1,None,0,None,0,SwordMastery,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
JapanSwordMastery,ECraftType::Craft,JapanSwordMastery,1,0,0,SwordMastery,1,Dull,1,None,0,None,0,SwordMastery,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Regeneration,ECraftType::Craft,Regeneration,1,0,0,Healing,1,HighPotion,1,Dineseawing,1,DevilRoyalTail,1,Healing,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
SwingTentacle00,ECraftType::Enhance,SwingTentacle,0,1,3,Recklesslimb,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
SwingTentacle01,ECraftType::Enhance,SwingTentacle,0,4,6,Decimaleather,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
SwingTentacle02,ECraftType::Enhance,SwingTentacle,0,7,9,Lamastutear,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Bloodsteel00,ECraftType::Enhance,Bloodsteel,0,1,3,Toadfluid,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Bloodsteel01,ECraftType::Enhance,Bloodsteel,0,4,6,Cyhyraethtear,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Bloodsteel02,ECraftType::Enhance,Bloodsteel,0,7,9,Misteriousfluid,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Demoniccapture00,ECraftType::Enhance,Demoniccapture,0,1,3,CannonDebris,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Demoniccapture01,ECraftType::Enhance,Demoniccapture,0,4,6,Gargoyledebris,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Demoniccapture02,ECraftType::Enhance,Demoniccapture,0,7,9,Mimicchairdebris,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
GoldBarrett00,ECraftType::Enhance,GoldBarrett,0,1,3,Gold,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
GoldBarrett01,ECraftType::Enhance,GoldBarrett,0,4,6,Gold,2,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
GoldBarrett02,ECraftType::Enhance,GoldBarrett,0,7,9,Gold,3,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
InfernoBrace00,ECraftType::Enhance,InfernoBrace,0,1,3,Jeneralskull,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
InfernoBrace01,ECraftType::Enhance,InfernoBrace,0,4,6,Dragonbone,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
InfernoBrace02,ECraftType::Enhance,InfernoBrace,0,7,9,Warriorskull,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Reflectionray00,ECraftType::Enhance,Reflectionray,0,1,3,Haagentifeather,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Reflectionray01,ECraftType::Enhance,Reflectionray,0,4,6,Haagentifeather,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Reflectionray02,ECraftType::Enhance,Reflectionray,0,7,9,Haagentifeather,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Dimensionshift00,ECraftType::Enhance,Dimensionshift,0,1,3,MonsterBirdTears,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Dimensionshift01,ECraftType::Enhance,Dimensionshift,0,4,6,Cyhyraethtear,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Dimensionshift02,ECraftType::Enhance,Dimensionshift,0,7,9,Lamastutear,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Hammerknuckle00,ECraftType::Enhance,Hammerknuckle,0,1,3,Iron,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Hammerknuckle01,ECraftType::Enhance,Hammerknuckle,0,4,6,DamascusSteel,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Hammerknuckle02,ECraftType::Enhance,Hammerknuckle,0,7,9,Clystal,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Doublejump00,ECraftType::Enhance,Doublejump,0,1,3,Dineseawing,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Doublejump01,ECraftType::Enhance,Doublejump,0,4,6,Tytaniawing,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Doublejump02,ECraftType::Enhance,Doublejump,0,7,9,Haagentifeather,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Deepsinker00,ECraftType::Enhance,Deepsinker,0,1,3,Decimaleather,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Deepsinker01,ECraftType::Enhance,Deepsinker,0,4,6,Misteriousfluid,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Deepsinker02,ECraftType::Enhance,Deepsinker,0,7,9,Glashtynhair,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
HighJump00,ECraftType::Enhance,HighJump,0,1,3,Haagentifeather,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
HighJump01,ECraftType::Enhance,HighJump,0,4,6,Haagentifeather,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
HighJump02,ECraftType::Enhance,HighJump,0,7,9,Haagentifeather,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Aquastream00,ECraftType::Enhance,Aquastream,0,1,3,Misteriousfluid,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Aquastream01,ECraftType::Enhance,Aquastream,0,4,6,Misteriousfluid,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Aquastream02,ECraftType::Enhance,Aquastream,0,7,9,Misteriousfluid,1,Lamastutear,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Invert00,ECraftType::Enhance,Invert,0,1,3,MeltedBone,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Invert01,ECraftType::Enhance,Invert,0,4,6,Jeneralskull,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Invert02,ECraftType::Enhance,Invert,0,7,9,Knightbone,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Accelerator00,ECraftType::Enhance,Accelerator,0,1,3,WindFeathers,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Accelerator01,ECraftType::Enhance,Accelerator,0,4,6,Gamiginhair,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Accelerator02,ECraftType::Enhance,Accelerator,0,7,9,Gamiginhoof,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Shadowtracer00,ECraftType::Enhance,Shadowtracer,0,1,3,Cookies,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Shadowtracer01,ECraftType::Enhance,Shadowtracer,0,4,6,StrawberryAuLait,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Shadowtracer02,ECraftType::Enhance,Shadowtracer,0,7,9,Curry&Rice,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Beastguard00,ECraftType::Enhance,Beastguard,0,1,3,Wolfmanfur,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Beastguard01,ECraftType::Enhance,Beastguard,0,4,6,Wolfmanfur,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Beastguard02,ECraftType::Enhance,Beastguard,0,7,9,Gusionfur,1,Silverwolffur,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
WildScratch00,ECraftType::Enhance,WildScratch,0,1,3,Wolfclaw,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
WildScratch01,ECraftType::Enhance,WildScratch,0,4,6,Wolfclaw,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
WildScratch02,ECraftType::Enhance,WildScratch,0,7,9,Apenail,1,Dragonclaw,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Voidlay00,ECraftType::Enhance,Voidlay,0,1,3,Dragonscales,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Voidlay01,ECraftType::Enhance,Voidlay,0,4,6,Dragonscales,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Voidlay02,ECraftType::Enhance,Voidlay,0,7,9,AbyssguardianHeart,1,DarkMatter,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
DragonicRage00,ECraftType::Enhance,DragonicRage,0,1,3,Dragonclaw,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
DragonicRage01,ECraftType::Enhance,DragonicRage,0,4,6,Dragonclaw,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
DragonicRage02,ECraftType::Enhance,DragonicRage,0,7,9,AbyssguardianHeart,1,Dragonbone,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
AxStrike00,ECraftType::Enhance,AxStrike,0,1,3,Perex,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
AxStrike01,ECraftType::Enhance,AxStrike,0,4,6,Valdish,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
AxStrike02,ECraftType::Enhance,AxStrike,0,7,9,Gambanttain,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
BoonsLore00,ECraftType::Enhance,BoonsLore,0,1,3,MeltedBone,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
BoonsLore01,ECraftType::Enhance,BoonsLore,0,4,6,Knightbone,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
BoonsLore02,ECraftType::Enhance,BoonsLore,0,7,9,Knightbone,1,Jeneralskull,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
FireCannon00,ECraftType::Enhance,FireCannon,0,1,3,Gunpowder,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
FireCannon01,ECraftType::Enhance,FireCannon,0,4,6,Ruby,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
FireCannon02,ECraftType::Enhance,FireCannon,0,7,9,Ruby,1,CannonDebris,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Ceruleansplash00,ECraftType::Enhance,Ceruleansplash,0,1,3,Recklesslimb,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Ceruleansplash01,ECraftType::Enhance,Ceruleansplash,0,4,6,Recklesslimb,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Ceruleansplash02,ECraftType::Enhance,Ceruleansplash,0,7,9,Glashtynhoof,1,Misteriousfluid,1,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Raginggirl00,ECraftType::Enhance,Raginggirl,0,1,3,MonsterBirdTears,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
Raginggirl01,ECraftType::Enhance,Raginggirl,0,4,6,MonsterBirdTears,1,None,0,None,0,None,0,None,EPBCraftRequirement::None,0,None,0,,,,,,,,,,,,,,,,,,
